,id,town,area
3790,05-036-0060,Яхимовщина,village
3791,05-036-0061,Вязынка,village
3792,05-036-0062,Путники,village
3793,05-036-0063,Граничи,village
3794,05-036-0064,Радошковичский сельский Совет,village
3795,05-036-0065,Тюрли,village
3796,05-036-0066,Носилово,village
3797,05-036-0067,Хожово,village
3798,05-036-0068,Хожово,village
3799,05-036-0069,Холхлово,village
3800,05-036-0070,Чисть,village
3801,05-036-0071,Чисть,village
3802,05-036-0072,Чисть,village
3803,05-036-0073,Раёвка,village
3804,05-036-0074,Radashkovichy,town
3805,05-036-0075,Radashkovichy,town
3806,05-036-0076,Radashkovichy,town
3807,05-037-0001,Myadzyel,town
3808,05-037-0002,Myadzyel,town
3809,05-037-0003,Myadzyel,town
3810,05-037-0004,Myadzyel,town
3811,05-037-0005,Лукьяновичи,village
3812,05-037-0006,Гатовичи,village
3813,05-037-0007,Лотва,village
3814,05-037-0008,Свирь,village
3815,05-037-0009,Комарово,village
3816,05-037-0010,Narach,village
3817,05-037-0011,Narach,village
3818,05-037-0012,Нарочский сельский Совет,village
3819,05-037-0013,Занарочь,village
3820,05-037-0014,Буйки,village
3821,05-037-0015,Старлыги,village
3822,05-037-0016,Kryvičy,village
3823,05-037-0017,Budslau,village
3824,05-037-0018,Илово,village
3825,05-037-0019,Княгинин,village
3826,05-037-0020,Морги,village
3827,05-037-0021,Сватки,village
3828,05-037-0022,Слобода,village
3829,05-037-0023,Ромашки,village
3830,05-037-0024,Старые Габы,village
3831,05-038-0001,Nesvizh,region-center
3832,05-038-0002,Nesvizh,region-center
3833,05-038-0003,Nesvizh,region-center
3834,05-038-0004,Nesvizh,region-center
3835,05-038-0005,Nesvizh,region-center
3836,05-038-0006,Nesvizh,region-center
3837,05-038-0007,Nesvizh,region-center
3838,05-038-0008,Nesvizh,region-center
3839,05-038-0009,Славково,village
3840,05-038-0010,Nesvizh,region-center
3841,05-038-0011,Саска Липка,village
3842,05-038-0012,Карцевичи,village
3843,05-038-0013,Осмолово,village
3844,05-038-0014,Lań,village
3845,05-038-0015,Габруны,village
3846,05-038-0016,Солтановщина,village
3847,05-038-0017,Юшевичи,village
3848,05-038-0018,Затурья,village
3849,05-038-0019,Сейловичи,village
3850,05-038-0020,Старые Новосёлки,village
3851,05-038-0021,Завитая,village
3852,05-038-0022,Haradzieja,village
3853,05-038-0023,Новогородейский,village
3854,05-038-0024,Большая Лысица,village
3855,05-038-0025,Островки,village
3856,05-038-0026,Haradzieja,village
3857,05-038-0027,Haradzieja,village
3858,05-038-0028,Высокая Липа,village
3859,05-038-0029,Оношки,village
3860,05-038-0030,Нелепово,village
3861,05-038-0031,Snoŭ,village
3862,05-038-0032,Snoŭ,village
3863,05-038-0033,Грусково,village
3864,05-038-0034,Погорельцы,village
3865,05-038-0035,Хвоево,village
3866,05-039-0001,Правдинский,village
3867,05-039-0002,Rudensk,village
3868,05-039-0003,Rudensk,village
3869,05-039-0004,Цитва,village
3870,05-039-0005,Swislatsch,village
3871,05-039-0006,Swislatsch,village
3872,05-039-0007,Druzhny,village
3873,05-039-0008,Druzhny,village
3874,05-039-0009,Druzhny,village
3875,05-039-0010,Druzhny,village
3876,05-039-0011,Druzhny,village
3877,05-039-0012,Заречье,village
3878,05-039-0013,Блужа,village
3879,05-039-0014,Талька,village
3880,05-039-0015,Залог Пятилетки,village
3881,05-039-0016,Golotsk,village
3882,05-039-0017,Моторово,village
3883,05-039-0018,Zazierje,village
3884,05-039-0019,Дубровка,village
3885,05-039-0020,Дукора,village
3886,05-039-0021,Энергия,village
3887,05-039-0022,Дричин,village
3888,05-039-0023,Новосёлки,village
3889,05-039-0024,Марьино,village
3890,05-039-0025,Бор,village
3891,05-039-0026,Горелец,village
3892,05-039-0027,Новополье,village
3893,05-039-0028,Ленинский,village
3894,05-039-0029,Сергеевичи,village
3895,05-039-0030,Pukhavichy,village
3896,05-039-0031,Pukhavichy,village
3897,05-039-0032,Затитова Слобода,village
3898,05-039-0033,Красный Октябрь,village
3899,05-039-0034,Perezhir,village
3900,05-039-0035,Zazerka,village
3901,05-039-0036,Старый Двор,village
3902,05-039-0037,Калинино,village
3903,05-039-0038,Светлый Бор,village
3904,05-039-0039,Шацк,village
3905,05-039-0040,Ветеревичи 2,village
3906,05-039-0041,Габриелевка,village
3907,05-039-0042,Maryina Horka,region-center
3908,05-039-0043,Maryina Horka,region-center
3909,05-039-0044,Maryina Horka,region-center
3910,05-039-0045,Maryina Horka,region-center
3911,05-039-0046,Maryina Horka,region-center
3912,05-039-0047,Maryina Horka,region-center
3913,05-039-0048,Maryina Horka,region-center
3914,05-039-0049,Maryina Horka,region-center
3915,05-039-0050,Maryina Horka,region-center
3916,05-039-0051,Maryina Horka,region-center
3917,05-040-0001,Sluck,region-center
3918,05-040-0002,Sluck,region-center
3919,05-040-0003,Sluck,region-center
3920,05-040-0004,Sluck,region-center
3921,05-040-0005,Sluck,region-center
3922,05-040-0006,Sluck,region-center
3923,05-040-0007,Sluck,region-center
3924,05-040-0008,Sluck,region-center
3925,05-040-0009,Sluck,region-center
3926,05-040-0010,Sluck,region-center
3927,05-040-0011,Sluck,region-center
3928,05-040-0012,Sluck,region-center
3929,05-040-0013,Sluck,region-center
3930,05-040-0014,Sluck,region-center
3931,05-040-0015,Sluck,region-center
3932,05-040-0016,Sluck,region-center
3933,05-040-0017,Sluck,region-center
3934,05-040-0018,Sluck,region-center
3935,05-040-0019,Sluck,region-center
3936,05-040-0020,Sluck,region-center
3937,05-040-0021,Sluck,region-center
3938,05-040-0022,Sluck,region-center
3939,05-040-0023,Sluck,region-center
3940,05-040-0024,Sluck,region-center
3941,05-040-0025,Sluck,region-center
3942,05-040-0026,Sluck,region-center
3943,05-040-0027,Sluck,region-center
3944,05-040-0028,Sluck,region-center
3945,05-040-0029,Sluck,region-center
3946,05-040-0030,Sluck,region-center
3947,05-040-0031,Sluck,region-center
3948,05-040-0032,Sluck,region-center
3949,05-040-0033,Бокшицкий сельский Совет,village
3950,05-040-0034,Прощицы,village
3951,05-040-0035,Городище,village
3952,05-040-0036,Весея,village
3953,05-040-0037,Мелешки,village
3954,05-040-0038,Исерно,village
3955,05-040-0039,Великая Слива,village
3956,05-040-0040,Sluck,region-center
3957,05-040-0041,Кирово,village
3958,05-040-0042,Клепчаны,village
3959,05-040-0043,Весейский сельский Совет,village
3960,05-040-0044,Огородники,village
3961,05-040-0045,Повстынь,village
3962,05-040-0046,Гольчичи,village
3963,05-040-0047,Новинки,village
3964,05-040-0048,Омговичи,village
3965,05-040-0049,Сороги,village
3966,05-040-0050,Квасыничи,village
3967,05-040-0051,Болотчицы,village
3968,05-040-0052,Октябрь,village
3969,05-040-0053,Hresk,village
3970,05-040-0054,Мусичи,village
3971,05-040-0055,Маяк,village
3972,05-040-0056,Шищицы,village
3973,05-040-0057,Гацук,village
3974,05-040-0058,Вежи,village
3975,05-040-0059,Покрашево,village
3976,05-040-0060,Замостье,village
3977,05-040-0061,Леньки,village
3978,05-040-0062,Серяги,village
3979,05-040-0063,Лучники,village
3980,05-040-0064,Знамя,village
3981,05-040-0065,Ленино,village
3982,05-040-0066,Подлесье,village
3983,05-040-0067,Селище,village
3984,05-040-0068,Танежицы,village
3985,05-040-0069,Лядно,village
3986,05-040-0070,Новые Рачковичи,village
3987,05-041-0001,Smalyavichy,region-center
3988,05-041-0002,Smalyavichy,region-center
3989,05-041-0003,Smalyavichy,region-center
3990,05-041-0004,Smalyavichy,region-center
3991,05-041-0005,Smalyavichy,region-center
3992,05-041-0006,Smalyavichy,region-center
3993,05-041-0007,Smalyavichy,region-center
3994,05-041-0008,Smalyavichy,region-center
3995,05-041-0009,Smalyavichy,region-center
3996,05-041-0010,Zialiony Bor,village
3997,05-041-0011,Драчково,village
3998,05-041-0012,Будагово,village
3999,05-041-0013,Яловица,village
